,student_country,onboard_flag,totaldays_engaged,tendaysafter,conversion
27412,EG,1,1,0,0
27413,PE,1,1,1,0
27414,EG,1,4,96,0
27415,CA,1,3,256,0
27416,PE,0,0,0,0
27417,PE,0,0,0,0
27418,PE,0,0,0,0
27419,PE,1,1,2,0
27420,PE,0,0,0,0
27421,MA,1,3,48,0
27422,PE,1,1,0,0
27423,PK,0,0,0,0
27424,PE,0,0,0,0
27425,PE,0,0,0,0
27426,PE,1,1,1,0
27427,DZ,0,0,0,0
27428,NG,0,0,0,0
27429,NG,1,2,1,0
27430,EG,1,3,44,0
27431,EG,1,1,4,0
27432,PE,0,0,0,0
27433,AR,0,0,0,0
27434,SA,1,1,7,0
27435,NZ,1,2,126,0
27436,MY,0,0,0,0
27437,PE,1,1,5,0
27438,EG,1,1,0,0
27439,ZA,0,0,0,0
27440,LU,1,4,12,0
27441,SA,0,0,0,0
27442,DZ,1,1,35,0
27443,EG,0,0,0,0
27444,GB,0,0,0,0
27445,EG,0,0,0,0
27446,VN,1,1,0,0
27447,PK,1,1,8,0
27448,SA,0,0,0,0
27449,EG,1,2,76,0
27450,IN,1,1,0,0
27451,DZ,1,2,189,0
27452,EG,1,4,78,0
27453,EG,0,0,0,0
27454,EG,0,0,0,0
27455,PH,0,0,0,0
27456,EG,0,0,0,0
27457,US,0,0,0,0
27458,EG,1,1,0,0
27459,MA,1,1,1,0
27460,GM,1,1,11,0
27461,VN,1,2,297,0
27462,CO,1,2,3,0
27463,EG,1,1,2,0
27464,SA,1,1,36,0
27465,EG,1,1,2,0
27466,MY,0,0,0,0
27467,EG,1,1,2,0
27468,MY,1,1,8,0
27469,CN,0,0,0,0
27470,IN,0,0,0,0
27471,US,1,2,117,0
27472,PK,1,3,287,0
27473,TN,0,0,0,0
27474,US,0,0,0,0
27475,SG,1,1,49,0
27476,NZ,1,2,368,0
27477,EG,1,1,45,0
27478,VN,0,0,0,0
27479,CA,0,0,0,0
27480,GB,0,0,0,0
27481,ID,1,1,2,0
27482,EG,0,0,0,0
27483,EG,1,3,691,0
27484,IN,1,1,5,0
27485,NG,0,0,0,0
27486,IN,0,0,0,0
27487,MX,1,1,3,0
27488,YE,0,0,0,0
27489,GH,0,0,0,0
27490,LK,1,2,33,0
27491,EG,1,1,0,0
27492,IN,1,3,175,0
27493,SD,1,1,43,0
27494,IN,0,0,0,0
27495,EG,0,0,0,0
27496,PS,1,1,1,0
27497,TH,0,0,0,0
27498,ZW,0,0,0,0
27499,IN,1,3,69,0
27500,GB,0,0,0,0
27501,EG,1,1,3,0
27502,DE,0,0,0,0
27503,PK,1,3,188,0
27504,EG,1,2,24,0
27505,US,0,0,0,0
27506,IN,0,0,0,0
27507,EG,0,0,0,0
27508,SA,1,2,96,0
27509,VN,1,2,126,0
27510,IN,1,1,54,0
27511,VN,1,1,8,0
27512,IN,1,1,60,0
27513,MW,1,2,6,0
27514,IN,0,0,0,0
27515,SD,0,0,0,0
27516,PK,1,3,22,0
27517,IN,0,0,0,0
27518,NG,1,1,0,0
27519,VN,0,0,0,0
27520,IN,1,2,106,0
27521,PK,1,1,40,0
27522,EG,1,1,0,0
27523,EG,0,0,0,0
27524,UG,1,1,26,0
27525,VN,1,1,0,0
27526,NG,1,1,45,0
27527,IN,1,2,40,0
27528,IN,0,0,0,0
27529,IN,1,1,17,0
27530,IN,0,0,0,0
27531,IN,1,1,44,0
27532,ZW,0,0,0,0
27533,NZ,1,2,95,0
27534,KE,0,0,0,0
27535,CA,0,0,0,0
27536,PK,1,2,279,0
27537,IN,0,0,0,0
27538,NG,0,0,0,0
27539,NG,1,1,10,0
27540,IN,0,0,0,0
27541,VN,0,0,0,0
27542,NG,0,0,0,0
27543,PK,1,1,2,0
27544,NG,0,0,0,0
27545,TN,1,1,0,0
27546,EG,1,1,17,0
27547,IN,1,1,1,0
27548,SE,0,0,0,0
27549,SG,0,0,0,0
27550,DE,0,0,0,0
27551,EG,1,1,12,0
27552,IN,0,0,0,0
27553,IN,1,1,0,0
27554,DE,0,0,0,0
27555,KE,1,1,2,0
27556,NG,0,0,0,0
27557,ZA,0,0,0,0
27558,UZ,0,0,0,0
27559,ZA,0,0,0,0
27560,ES,1,1,0,0
27561,NG,1,1,0,0
27562,EG,0,0,0,0
27563,IN,0,0,0,0
27564,IN,1,1,1,0
27565,EG,0,0,0,0
27566,LK,1,2,51,0
27567,SA,1,1,1,0
27568,IN,1,3,48,0
27569,PK,1,3,213,0
27570,IN,1,5,91,0
27571,EG,0,0,0,0
27572,PS,0,0,0,0
27573,DE,0,0,0,0
27574,TN,0,0,0,0
27575,IN,1,1,23,0
27576,TR,0,0,0,0
27577,KH,0,0,0,0
27578,EG,1,3,88,0
27579,IN,1,1,7,0
27580,HK,1,2,88,0
27581,MY,0,0,0,0
27582,NL,1,1,64,0
27583,IN,0,0,0,0
27584,EG,0,0,0,0
27585,PK,1,2,31,0
27586,EG,1,1,0,0
27587,GB,0,0,0,0
27588,IN,0,0,0,0
27589,PH,1,2,26,0
27590,BG,0,0,0,0
27591,GH,1,3,154,0
27592,GB,1,1,1,0
27593,BE,0,0,0,0
27594,DE,1,1,15,0
27595,IN,1,3,220,0
27596,AU,0,0,0,0
27597,PK,1,3,9,0
27598,TN,1,1,42,0
27599,EG,0,0,0,0
27600,IN,0,0,0,0
27601,GB,0,0,0,0
27602,NG,0,0,0,0
27603,ES,0,0,0,0
27604,IN,1,1,16,0
27605,EG,0,0,0,0
27606,EG,1,3,20,0
27607,EG,1,3,454,0
27608,EG,1,2,18,0
27609,TH,1,2,63,0
27610,NG,1,2,74,0
27611,SA,0,0,0,0
27612,TH,1,2,0,0
27613,TN,1,1,6,0
27614,RS,1,2,2,0
27615,ZA,1,1,30,0
27616,NL,1,2,26,0
27617,IN,1,4,73,0
27618,KE,1,6,32,0
27619,ID,1,1,1,0
27620,BD,1,1,0,0
27621,TN,0,0,0,0
27622,TN,1,2,5,0
27623,NG,1,1,2,0
27624,GH,0,0,0,0
27625,PT,0,0,0,0
27626,PK,1,2,69,0
27627,US,1,1,0,0
27628,IN,1,1,0,0
27629,GB,1,16,106,1
27630,UG,0,0,0,0
27631,FR,1,2,10,0
27632,NG,1,1,3,0
27633,VN,1,1,0,0
27634,NG,1,1,2,0
27635,PK,0,0,0,0
27636,EG,0,0,0,0
27637,EG,1,1,0,0
27638,IN,1,1,2,0
27639,IN,1,2,66,0
27640,US,1,1,11,0
27641,NG,1,1,0,0
27642,GH,1,1,41,0
27643,EG,1,2,73,0
27644,NL,1,1,20,0
27645,CM,0,0,0,0
27646,KE,1,1,6,0
27647,IN,1,1,2,0
27648,VN,0,0,0,0
27649,IN,1,1,4,0
27650,NG,0,0,0,0
27651,TN,1,4,2679,0
27652,EG,1,2,34,0
27653,NG,1,1,54,0
27654,DK,0,0,0,0
27655,NG,1,1,9,0
27656,NG,0,0,0,0
27657,NG,1,3,176,0
27658,GB,0,0,0,0
27659,DE,0,0,0,0
27660,IN,0,0,0,0
27661,MA,1,2,84,0
27662,IN,1,3,251,0
27663,GB,1,1,0,0
27664,ZA,0,0,0,0
27665,IN,0,0,0,0
27666,NG,1,1,65,0
27667,NG,0,0,0,0
27668,IN,1,1,1,0
27669,DE,1,6,178,0
27670,EG,1,2,42,0
27671,NG,0,0,0,0
27672,IE,0,0,0,0
27673,MW,0,0,0,0
27674,NG,0,0,0,0
27675,US,1,2,409,0
27676,BD,1,1,6,0
27677,NG,1,4,226,0
27678,NG,0,0,0,0
27679,BD,1,2,3,0
27680,EG,0,0,0,0
27681,TN,1,1,5,0
27682,EG,0,0,0,0
27683,NG,1,1,0,0
27684,GB,1,1,20,0
27685,NG,1,1,24,0
27686,TN,1,4,733,0
27687,DE,1,1,0,0
27688,IN,1,3,271,0
27689,NG,0,0,0,0
27690,PE,1,1,4,0
27691,EG,1,3,182,0
27692,VN,1,3,2,0
27693,NG,1,1,1,0
27694,ZM,0,0,0,0
27695,NG,0,0,0,0
27696,SA,0,0,0,0
27697,GB,0,0,0,0
27698,EG,1,6,219,0
27699,EG,1,2,43,0
27700,NG,1,5,74,0
27701,NG,0,0,0,0
27702,NG,0,0,0,0
27703,TN,0,0,0,0
27704,DE,0,0,0,0
27705,NG,0,0,0,0
27706,ZA,0,0,0,0
27707,DE,1,1,1,0
27708,NG,0,0,0,0
27709,IN,1,1,0,0
27710,ZW,1,1,31,0
27711,EG,1,1,9,0
27712,ZW,0,0,0,0
27713,US,0,0,0,0
27714,SA,0,0,0,0
27715,GB,1,2,60,0
27716,NG,0,0,0,0
27717,NG,0,0,0,0
27718,GB,1,3,103,0
27719,NG,1,4,23,0
27720,ZA,0,0,0,0
27721,KG,1,1,10,0
27722,CA,1,2,37,0
27723,GH,0,0,0,0
27724,EG,0,0,0,0
27725,TN,1,1,0,0
27726,NG,1,3,94,0
27727,NG,0,0,0,0
27728,GB,0,0,0,0
27729,NG,1,1,0,0
27730,IN,1,1,0,0
27731,CD,1,1,0,0
27732,IN,0,0,0,0
27733,IN,0,0,0,0
27734,NG,1,1,10,0
27735,ZA,0,0,0,0
27736,NP,1,1,1,0
27737,NG,1,4,57,0
27738,EG,1,1,8,0
27739,IN,1,15,151,0
27740,MA,1,1,2,0
27741,NG,1,1,15,0
27742,NG,1,1,15,0
27743,NG,0,0,0,0
27744,NG,1,1,1,0
27745,IN,0,0,0,0
27746,MX,0,0,0,0
27747,EG,0,0,0,0
27748,IN,1,2,75,0
27749,VN,1,1,35,0
27750,EG,1,8,54,0
27751,EG,0,0,0,0
27752,IN,0,0,0,0
27753,IN,1,3,65,0
27754,BW,0,0,0,0
27755,EG,1,5,25,0
27756,LK,1,1,2,0
27757,NP,1,2,4,0
27758,NG,1,3,6,0
27759,VN,0,0,0,0
27760,NG,0,0,0,0
27761,CH,1,1,15,0
27762,IN,1,2,41,0
27763,PA,1,2,23,0
27764,TN,0,0,0,0
27765,GB,1,1,5,0
27766,EG,0,0,0,0
27767,SK,1,5,28,0
27768,EG,1,1,1,0
27769,PK,1,4,13,0
27770,IN,1,1,14,0
27771,IN,1,1,18,0
27772,GB,0,0,0,0
27773,IN,1,13,19,1
27774,NG,1,1,1,0
27775,NG,0,0,0,0
27776,EG,1,3,340,0
27777,EG,1,1,0,0
27778,IN,1,1,4,0
27779,IN,1,1,2,0
27780,GB,1,3,47,0
27781,IN,0,0,0,0
27782,NG,1,1,99,0
27783,IN,1,1,54,0
27784,IN,0,0,0,0
27785,EG,0,0,0,0
27786,NL,1,2,81,0
27787,DE,0,0,0,0
27788,BR,1,1,10,0
27789,AR,0,0,0,0
27790,NG,0,0,0,0
27791,NG,1,1,5,0
27792,NG,0,0,0,0
27793,EG,1,2,9,0
27794,NG,1,3,102,0
27795,LB,1,4,124,0
27796,EG,0,0,0,0
27797,EG,1,3,285,0
27798,GB,1,1,2,0
27799,EG,1,1,3,0
27800,IN,1,2,111,0
27801,US,0,0,0,0
27802,EG,0,0,0,0
27803,IN,0,0,0,0
27804,IN,1,2,50,0
27805,IN,0,0,0,0
27806,US,1,1,34,0
27807,NG,1,3,248,0
27808,US,0,0,0,0
27809,US,0,0,0,0
27810,IN,1,1,0,0
27811,BR,1,1,28,0
27812,US,0,0,0,0
27813,EG,1,8,80,0
27814,IN,1,1,0,0
27815,US,1,11,66,1
27816,OM,1,14,182,1
27817,SG,1,2,500,0
27818,MA,1,1,54,0
27819,UZ,0,0,0,0
27820,BR,0,0,0,0
27821,US,0,0,0,0
27822,ZA,0,0,0,0
27823,US,1,2,18,0
27824,KE,0,0,0,0
27825,US,1,4,35,0
27826,US,1,1,10,0
27827,DZ,0,0,0,0
27828,EG,0,0,0,0
27829,NG,0,0,0,0
27830,NG,1,1,1,0
27831,US,1,1,0,0
27832,MA,0,0,0,0
27833,EG,0,0,0,0
27834,NG,1,2,52,0
27835,EG,0,0,0,0
27836,NG,1,1,19,0
27837,IN,0,0,0,0
27838,US,0,0,0,0
27839,GB,1,1,27,0
27840,CA,0,0,0,0
27841,TN,1,1,0,0
27842,EG,0,0,0,0
27843,NG,1,1,1,0
27844,BR,1,1,0,0
27845,EG,0,0,0,0
27846,EG,1,2,25,0
27847,EG,0,0,0,0
27848,NG,1,1,1,0
27849,EG,0,0,0,0
27850,NL,1,3,279,0
27851,VN,1,1,5,0
27852,PT,0,0,0,0
27853,EG,1,1,8,0
27854,IT,1,2,5,0
27855,EG,0,0,0,0
27856,GH,0,0,0,0
27857,MA,1,3,348,0
27858,NG,1,1,2,0
27859,NG,1,1,24,0
27860,EG,0,0,0,0
27861,DE,1,3,60,0
27862,NG,1,1,1,0
27863,IT,0,0,0,0
27864,US,0,0,0,0
27865,EG,1,1,49,0
27866,EG,0,0,0,0
27867,BY,1,1,6,0
27868,IN,1,1,3,0
27869,EG,0,0,0,0
27870,MA,1,2,45,0
27871,JO,0,0,0,0
27872,NG,1,1,4,0
27873,BE,1,1,2,0
27874,BF,0,0,0,0
27875,EG,0,0,0,0
27876,ZW,1,1,0,0
27877,EG,1,2,52,0
27878,NG,1,2,251,0
27879,PT,1,1,11,0
27880,EG,0,0,0,0
27881,NG,1,6,142,0
27882,NG,1,3,86,0
27883,SA,1,2,3,0
27884,EG,0,0,0,0
27885,CA,1,1,29,0
27886,NG,0,0,0,0
27887,US,0,0,0,0
27888,NG,0,0,0,0
27889,ID,0,0,0,0
27890,DE,1,2,9,0
27891,PY,0,0,0,0
27892,EG,1,1,8,0
27893,EG,1,1,1,0
27894,EG,1,2,141,0
27895,US,0,0,0,0
27896,SN,1,1,2,0
27897,NG,1,2,40,0
27898,MA,0,0,0,0
27899,EG,0,0,0,0
27900,NG,0,0,0,0
27901,EG,0,0,0,0
27902,DE,1,2,42,0
27903,IN,0,0,0,0
27904,EG,0,0,0,0
27905,EG,0,0,0,0
27906,EG,1,2,39,0
27907,EG,0,0,0,0
27908,US,1,2,19,0
27909,IN,1,2,111,0
27910,NG,0,0,0,0
27911,CI,1,1,70,0
27912,EG,0,0,0,0
27913,TN,0,0,0,0
27914,IN,0,0,0,0
27915,ID,1,4,184,0
27916,JP,1,1,0,0
27917,MA,0,0,0,0
27918,EG,0,0,0,0
27919,EG,1,1,21,0
27920,IN,1,1,3,0
27921,IN,0,0,0,0
27922,US,1,2,75,0
27923,IT,0,0,0,0
27924,DE,1,26,291,1
27925,US,0,0,0,0
27926,US,1,1,0,0
27927,US,1,1,16,0
27928,NG,1,1,4,0
27929,EG,1,1,0,0
27930,MX,1,6,0,1
27931,PL,1,1,7,0
27932,NG,1,1,1,0
27933,VN,1,1,14,0
27934,NG,0,0,0,0
27935,NG,0,0,0,0
27936,US,0,0,0,0
27937,NG,1,2,148,0
27938,CA,0,0,0,0
27939,SA,0,0,0,0
27940,NG,0,0,0,0
27941,JP,0,0,0,0
27942,TH,1,3,140,1
27943,VN,1,1,4,0
27944,ZA,0,0,0,0
27945,IN,1,1,1,0
27946,VN,1,3,0,0
27947,EG,0,0,0,0
27948,IN,1,3,99,0
27949,VN,1,1,11,0
27950,DE,1,1,2,0
27951,IN,1,1,0,0
27952,CA,0,0,0,0
27953,US,0,0,0,0
27954,IN,1,1,0,0
27955,PH,0,0,0,0
27956,NG,1,1,5,0
27957,NG,1,1,7,0
27958,IN,1,4,140,0
27959,IN,0,0,0,0
27960,SG,1,10,136,1
27961,ZW,1,2,13,0
27962,EG,1,2,3,0
27963,PK,0,0,0,0
27964,IN,1,1,0,0
27965,CA,1,1,1,0
27966,MY,1,1,4,0
27967,EG,1,1,6,0
27968,DE,1,2,88,0
27969,NG,0,0,0,0
27970,ZW,1,1,24,0
27971,IN,0,0,0,0
27972,EG,1,1,0,0
27973,US,1,1,2,0
27974,AZ,0,0,0,0
27975,EG,1,1,3,0
27976,IN,0,0,0,0
27977,BG,0,0,0,0
27978,IN,1,1,3,0
27979,HK,1,8,60,0
27980,IN,1,3,1,0
27981,NG,1,1,2,0
27982,TZ,0,0,0,0
27983,NG,0,0,0,0
27984,IN,0,0,0,0
27985,NP,1,1,0,0
27986,ZA,0,0,0,0
27987,EG,0,0,0,0
27988,IN,1,1,0,0
27989,EG,1,2,19,0
27990,NG,0,0,0,0
27991,UA,0,0,0,0
27992,EG,1,1,0,0
27993,TN,1,1,1,0
27994,EG,1,3,41,0
27995,NG,0,0,0,0
27996,IN,1,1,19,0
27997,IN,0,0,0,0
27998,BD,0,0,0,0
27999,PS,1,1,0,0
28000,EG,1,3,3,0
28001,UG,0,0,0,0
28002,AE,1,1,1,0
28003,MA,1,1,7,0
28004,VN,1,1,0,0
28005,YE,1,1,0,0
28006,IT,1,22,23,1
28007,EG,0,0,0,0
28008,NG,0,0,0,0
28009,NG,0,0,0,0
28010,EG,1,1,0,0
28011,EG,1,1,0,0
28012,IN,1,1,1,0
28013,PS,1,1,0,0
28014,PK,1,2,31,0
28015,IN,1,1,6,0
28016,FR,0,0,0,0
28017,IN,1,2,27,0
28018,RU,1,2,91,0
28019,NG,0,0,0,0
28020,EG,0,0,0,0
28021,BD,1,2,22,0
28022,US,0,0,0,0
28023,EG,1,1,0,0
28024,ZA,1,2,43,0
28025,NG,0,0,0,0
28026,KW,1,4,133,0
28027,EG,1,2,3,0
28028,SA,0,0,0,0
28029,IN,1,1,26,0
28030,VN,0,0,0,0
28031,ZW,1,12,530,1
28032,PK,1,1,0,0
28033,PL,1,55,508,1
28034,PL,1,55,508,1
28035,PL,1,55,508,1
28036,LB,0,0,0,0
28037,EG,1,2,73,0
28038,IT,1,1,0,0
28039,YE,1,1,0,0
28040,NL,0,0,0,0
28041,IN,0,0,0,0
28042,US,1,2,141,0
28043,NL,1,26,83,1
28044,NL,1,26,83,1
28045,UA,1,2,60,0
28046,NG,0,0,0,0
28047,NG,0,0,0,0
28048,US,1,1,1,0
28049,NL,1,1,93,0
28050,IN,1,1,1,0
28051,EG,1,1,0,0
28052,ES,1,2,25,0
28053,EG,0,0,0,0
28054,EG,0,0,0,0
28055,EG,0,0,0,0
28056,NL,1,1,0,0
28057,EG,0,0,0,0
28058,MA,0,0,0,0
28059,EG,1,1,80,0
28060,EG,1,2,114,0
28061,ZA,1,2,0,0
28062,US,1,1,17,0
28063,PK,1,2,26,0
28064,IN,0,0,0,0
28065,EG,1,1,5,0
28066,DE,1,5,54,0
28067,EG,1,2,0,0
28068,PK,1,1,28,0
28069,AU,0,0,0,0
28070,JP,1,2,261,0
28071,NL,1,1,3,0
28072,FR,1,1,26,0
28073,BR,0,0,0,0
28074,IN,0,0,0,0
28075,PE,1,8,178,1
28076,EG,0,0,0,0
28077,NG,0,0,0,0
28078,NG,0,0,0,0
28079,IN,0,0,0,0
28080,MD,0,0,0,0
28081,ZA,0,0,0,0
28082,US,1,2,92,0
28083,VN,1,1,6,0
28084,CA,0,0,0,0
28085,NG,0,0,0,0
28086,IN,1,1,54,0
28087,PK,1,1,134,0
28088,EG,1,1,1,0
28089,IN,0,0,0,0
28090,MA,1,2,52,0
28091,US,1,2,0,0
28092,SA,1,1,50,0
28093,DO,1,2,87,0
28094,US,1,6,142,1
28095,US,1,6,142,1
28096,US,1,6,142,1
28097,PK,1,1,132,0
28098,EG,1,1,0,0
28099,IN,1,1,62,0
28100,NL,0,0,0,0
28101,US,1,1,38,0
28102,KE,0,0,0,0
28103,IN,0,0,0,0
28104,TR,1,1,4,0
28105,DZ,0,0,0,0
28106,BR,1,1,2,0
28107,IN,0,0,0,0
28108,EG,0,0,0,0
28109,ZM,1,1,11,0
28110,MA,1,2,67,0
28111,IN,0,0,0,0
28112,NG,0,0,0,0
28113,EG,1,1,0,0
28114,US,1,1,19,0
28115,IN,1,1,1,0
28116,DZ,0,0,0,0
28117,EG,1,1,0,0
28118,US,1,2,69,0
28119,EG,1,1,0,0
28120,PK,0,0,0,0
28121,PK,1,1,2,0
28122,IN,0,0,0,0
28123,TN,1,1,88,0
28124,TG,0,0,0,0
28125,PK,0,0,0,0
28126,FI,0,0,0,0
28127,PK,1,2,3,0
28128,GE,1,1,0,0
28129,EG,1,4,5,0
28130,EG,1,2,43,0
28131,EG,1,4,1,0
28132,EG,0,0,0,0
28133,EG,1,2,6,0
28134,SG,1,2,19,0
28135,EG,1,1,39,0
28136,NG,1,1,4,0
28137,TN,0,0,0,0
28138,IN,1,1,14,0
28139,NG,1,3,26,0
28140,BR,1,2,9,0
28141,IN,1,1,1,0
28142,PK,1,1,8,0
28143,EG,1,1,6,0
28144,IT,0,0,0,0
28145,DE,1,2,0,0
28146,ZA,0,0,0,0
28147,NG,1,3,46,0
28148,NG,1,1,0,0
28149,US,1,1,1,0
28150,GR,1,1,0,0
28151,EG,0,0,0,0
28152,SA,1,1,15,0
28153,PK,1,1,0,0
28154,EG,0,0,0,0
28155,IN,1,1,0,0
28156,EG,1,1,57,0
28157,EG,1,3,37,0
28158,DE,1,2,0,0
28159,US,0,0,0,0
28160,IN,0,0,0,0
28161,NG,0,0,0,0
28162,NG,1,2,29,0
28163,NG,0,0,0,0
28164,PK,0,0,0,0
28165,IN,0,0,0,0
28166,EG,0,0,0,0
28167,ZA,1,1,1,0
28168,HU,0,0,0,0
28169,EG,1,1,2,0
28170,XX,1,2,86,0
28171,NG,0,0,0,0
28172,AU,1,3,27,0
28173,PE,1,1,28,0
28174,EG,1,2,2,0
28175,US,0,0,0,0
28176,NG,1,2,8,0
28177,PK,0,0,0,0
28178,PK,0,0,0,0
28179,US,1,1,2,0
28180,EG,1,2,36,0
28181,GH,0,0,0,0
28182,TN,1,1,0,0
28183,EG,0,0,0,0
28184,CO,1,2,157,0
28185,MA,0,0,0,0
28186,EG,0,0,0,0
28187,NG,1,1,18,0
28188,VN,0,0,0,0
28189,FI,1,1,0,0
28190,IN,0,0,0,0
28191,EG,1,1,2,0
28192,US,1,1,4,0
28193,AU,1,1,52,0
28194,PK,0,0,0,0
28195,IN,0,0,0,0
28196,CA,1,1,6,0
28197,ID,1,1,0,0
28198,CM,0,0,0,0
28199,IN,1,1,0,0
28200,SA,0,0,0,0
28201,BR,1,1,0,0
28202,KE,0,0,0,0
28203,EG,1,1,8,0
28204,PK,0,0,0,0
28205,IN,1,1,57,0
28206,IN,1,1,28,0
28207,KR,0,0,0,0
28208,IN,1,1,95,0
28209,IN,0,0,0,0
28210,CA,0,0,0,0
28211,EG,1,4,2,0
28212,IN,0,0,0,0
28213,IN,1,2,89,0
28214,NL,0,0,0,0
28215,KE,0,0,0,0
28216,US,1,2,41,1
28217,US,1,2,41,1
28218,US,1,2,41,1
28219,IN,1,1,58,0
28220,US,1,1,6,0
28221,US,1,1,13,0
28222,IN,0,0,0,0
28223,IN,0,0,0,0
28224,EG,0,0,0,0
28225,VN,0,0,0,0
28226,EG,0,0,0,0
28227,PE,1,1,8,0
28228,IN,1,2,43,0
28229,IQ,1,2,53,0
28230,ZA,1,4,32,0
28231,TN,0,0,0,0
28232,IN,0,0,0,0
28233,IN,0,0,0,0
28234,GB,0,0,0,0
28235,IL,1,1,0,0
28236,IN,0,0,0,0
28237,EG,0,0,0,0
28238,SA,0,0,0,0
28239,ID,0,0,0,0
28240,NG,0,0,0,0
28241,ID,1,1,0,0
28242,CH,1,1,0,0
28243,CH,1,2,7,0
28244,IN,0,0,0,0
28245,US,0,0,0,0
28246,MA,0,0,0,0
28247,EG,1,1,0,0
28248,EG,0,0,0,0
28249,PK,0,0,0,0
28250,IQ,0,0,0,0
28251,EG,0,0,0,0
28252,US,1,1,1,0
28253,IN,0,0,0,0
28254,IN,1,5,52,0
28255,NL,1,1,2,0
28256,NG,0,0,0,0
28257,IN,0,0,0,0
28258,EG,1,1,0,0
28259,SG,0,0,0,0
28260,PK,1,1,0,0
28261,BG,1,1,0,0
28262,CN,0,0,0,0
28263,IN,1,1,1,0
28264,GB,0,0,0,0
28265,IN,0,0,0,0
28266,TR,1,1,0,0
28267,IN,0,0,0,0
28268,IN,1,1,0,0
28269,DE,0,0,0,0
28270,EG,0,0,0,0
28271,EG,1,1,18,0
28272,BG,1,1,2,0
28273,NG,1,1,8,0
28274,MA,1,15,442,0
28275,NG,0,0,0,0
28276,US,0,0,0,0
28277,IN,0,0,0,0
28278,EG,1,1,0,0
28279,PK,0,0,0,0
28280,PK,0,0,0,0
28281,IN,1,1,10,0
28282,US,1,9,5,1
28283,PK,1,1,1,0
28284,CH,1,1,4,0
28285,IN,1,1,6,0
28286,PK,0,0,0,0
28287,AU,0,0,0,0
28288,US,1,2,0,0
28289,AR,1,1,1,0
28290,RO,0,0,0,0
28291,IN,0,0,0,0
28292,EG,1,1,0,0
28293,MY,1,1,1,0
28294,MA,0,0,0,0
28295,IN,0,0,0,0
28296,EG,0,0,0,0
28297,MA,0,0,0,0
28298,US,1,1,1,0
28299,US,0,0,0,0
28300,IN,1,1,0,0
28301,TN,1,3,43,0
28302,GB,1,1,29,0
28303,RU,1,1,0,0
28304,DE,1,1,2,0
28305,TN,1,1,1,0
28306,MA,1,1,10,0
28307,MA,0,0,0,0
28308,BR,1,1,18,0
28309,CA,0,0,0,0
28310,IN,1,1,28,0
28311,US,1,1,0,1
28312,IN,1,2,77,0
28313,PK,1,2,21,0
28314,ID,1,1,1,0
28315,IN,1,1,1,0
28316,NG,1,1,1,0
28317,ID,0,0,0,0
28318,NG,1,1,0,0
28319,IN,0,0,0,0
28320,ID,0,0,0,0
28321,NG,1,3,0,0
28322,IN,1,4,302,0
28323,AR,0,0,0,0
28324,IN,1,3,153,0
28325,IT,1,1,1,0
28326,EG,0,0,0,0
28327,IN,1,1,0,0
28328,IN,0,0,0,0
28329,EG,1,1,2,0
28330,NG,0,0,0,0
28331,IN,0,0,0,0
28332,IN,1,1,2,0
28333,US,0,0,0,0
28334,US,1,3,36,0
28335,NG,1,1,4,0
28336,PH,0,0,0,0
28337,ZA,0,0,0,0
28338,PL,1,3,50,0
28339,NG,0,0,0,0
28340,IN,1,1,11,0
28341,IN,0,0,0,0
28342,BR,0,0,0,0
28343,GR,1,1,0,0
28344,IT,0,0,0,0
28345,KE,1,4,55,0
28346,SG,1,1,1,0
28347,US,1,1,7,0
28348,SE,0,0,0,0
28349,BR,0,0,0,0
28350,IN,0,0,0,0
28351,US,1,45,540,1
28352,US,1,45,540,1
28353,US,1,45,540,1
28354,IN,1,1,97,0
28355,FR,1,1,0,0
28356,US,0,0,0,0
28357,MA,0,0,0,0
28358,PK,1,1,4,0
28359,EG,1,2,22,0
28360,MW,0,0,0,0
28361,DE,1,3,71,0
28362,GB,0,0,0,0
28363,IN,1,4,28,0
28364,RU,0,0,0,0
28365,MX,0,0,0,0
28366,TR,0,0,0,0
28367,EG,1,2,53,0
28368,US,1,8,55,1
28369,US,1,8,55,1
28370,NG,0,0,0,0
28371,MZ,1,2,0,0
28372,NG,0,0,0,0
28373,NG,0,0,0,0
28374,ET,0,0,0,0
28375,NG,0,0,0,0
28376,BR,1,1,1,0
28377,EG,1,1,0,0
28378,NG,0,0,0,0
28379,TN,0,0,0,0
28380,EG,1,2,30,0
28381,CM,0,0,0,0
28382,US,0,0,0,0
28383,EG,1,1,0,0
28384,EG,1,1,0,0
28385,CL,0,0,0,0
28386,BR,0,0,0,0
28387,NG,0,0,0,0
28388,BR,0,0,0,0
28389,US,0,0,0,0
28390,ES,1,7,635,1
28391,EG,0,0,0,0
28392,EG,1,2,42,0
28393,US,1,1,0,0
28394,VN,0,0,0,0
28395,AU,0,0,0,0
28396,NL,0,0,0,0
28397,NP,0,0,0,0
28398,MX,0,0,0,0
28399,NG,1,2,46,0
28400,TN,1,1,0,0
28401,MY,0,0,0,0
28402,IN,0,0,0,0
28403,ZW,0,0,0,0
28404,CA,1,2,39,0
28405,US,0,0,0,0
28406,NG,1,2,44,0
28407,VN,0,0,0,0
28408,EG,0,0,0,0
28409,UZ,0,0,0,0
28410,CA,0,0,0,0
